"Mã TTHC","Tên TTHC","Mã cơ quan công bố","Cơ quan công bố","Lĩnh vực","Cấp thực hiện"
"2.000756","Thủ tục đăng ký chấm dứt giám hộ có yếu tố nước ngoài","000.00.00.G15","Bộ Tư pháp","Hộ tịch","Cấp Huyện"
"2.000758","Thay đổi nội dung đăng ký hoạt động của Văn phòng công chứng nhận sáp nhập","000.00.00.G15","Bộ Tư pháp","Công chứng","Cấp Tỉnh"
"2.000765","Cam kết hỗ trợ vốn cho doanh nghiệp đầu tư vào nông nghiệp, nông thôn theo Nghị định số 57/2018/NĐ-CP ngày 17/4/2018 của Chính phủ (Cấp tỉnh)","000.00.00.G05","Bộ Kế hoạch và Đầu tư","Đầu tư vào nông nghiệp, nông thôn","Cấp Tỉnh"
"2.000766","Đăng ký hoạt động Văn phòng công chứng hợp nhất","000.00.00.G15","Bộ Tư pháp","Công chứng","Cấp Tỉnh"
"2.000769","Đổi, cấp lại Chứng chỉ bồi dưỡng kiến thức pháp luật về giao thông đường bộ cho người điều khiển xe máy chuyên dùng","000.00.00.G04","Bộ Giao thông vận tải","Đường bộ","Cấp Tỉnh"
"2.000777","Trợ giúp xã hội khẩn cấp về hỗ trợ chi phí điều trị người bị thương nặng ngoài nơi cư trú mà không có người thân thích chăm sóc","000.00.00.G07","Bộ Lao động - Thương binh và Xã hội","Bảo trợ xã hội","Cấp Huyện"
"2.000778","Thay đổi nội dung đăng ký hoạt động của Văn phòng công chứng","000.00.00.G15","Bộ Tư pháp","Công chứng","Cấp Tỉnh"
"2.000779","Thủ tục đăng ký nhận cha, mẹ, con có yếu tố nước ngoài","000.00.00.G15","Bộ Tư pháp","Hộ tịch","Cấp Huyện"
"2.000789","Đăng ký hoạt động Văn phòng công chứng","000.00.00.G15","Bộ Tư pháp","Công chứng","Cấp Tỉnh"
"2.000795","Đăng ký vận tải hành khách cố định trên tuyến vận tải thủy từ bờ ra đảo","000.00.00.G04","Bộ Giao thông vận tải","Hàng Hải","Cấp Huyện"
"2.000801","Đăng ký văn bản thông báo về việc xử lý tài sản thế chấp bằng quyền sử dụng đất, tài sản gắn liền với đất","000.00.00.G15","Bộ Tư pháp","Đăng ký biện pháp bảo đảm","Cấp Tỉnh"
"2.000806","Thủ tục đăng ký kết hôn có yếu tố nước ngoài","000.00.00.G15","Bộ Tư pháp","Hộ tịch","Cấp Huyện"
"2.000815","Thủ tục chứng thực bản sao từ bản chính giấy tờ, văn bản do cơ quan tổ chức có thẩm quyền của Việt Nam cấp hoặc chứng nhận","000.00.00.G15","Bộ Tư pháp","Chứng thực","Cấp Tỉnh"
"2.000815","Thủ tục chứng thực bản sao từ bản chính giấy tờ, văn bản do cơ quan tổ chức có thẩm quyền của Việt Nam cấp hoặc chứng nhận","000.00.00.G15","Bộ Tư pháp","Chứng thực","Cấp Huyện"
"2.000823","Đăng ký hoạt động văn phòng giám định tư pháp","000.00.00.G15","Bộ Tư pháp","Giám định tư pháp","Cấp Tỉnh"
"2.000829","Thủ tục yêu cầu trợ giúp pháp lý","000.00.00.G15","Bộ Tư pháp","Trợ giúp pháp lý","Cấp Tỉnh"
"2.000839","Giải quyết hỗ trợ học nghề","000.00.00.G07","Bộ Lao động - Thương binh và Xã hội","Việc làm","Cấp Tỉnh"
"2.000840","Thủ tục chấm dứt tham gia trợ giúp pháp lý","000.00.00.G15","Bộ Tư pháp","Trợ giúp pháp lý","Cấp Tỉnh"
"2.000843","Thủ tục chứng thực bản sao từ bản chính giấy tờ, văn bản do cơ quan, tổ chức có thẩm quyền của nước ngoài; cơ quan, tổ chức có thẩm quyền của Việt Nam liên kết với cơ quan, tổ chức có thẩm quyền của nước ngoài cấp hoặc chứng nhận","000.00.00.G15","Bộ Tư pháp","Chứng thực","Cấp Tỉnh"
"2.000843","Thủ tục chứng thực bản sao từ bản chính giấy tờ, văn bản do cơ quan, tổ chức có thẩm quyền của nước ngoài; cơ quan, tổ chức có thẩm quyền của Việt Nam liên kết với cơ quan, tổ chức có thẩm quyền của nước ngoài cấp hoặc chứng nhận","000.00.00.G15","Bộ Tư pháp","Chứng thực","Cấp Huyện"
"2.000847","Cấp lại Giấy chứng nhận đăng ký, biển số xe máy chuyên dùng bị mất","000.00.00.G04","Bộ Giao thông vận tải","Đường bộ","Cấp Tỉnh"
"2.000872","Cấp Giấy chứng nhận đăng ký, biển số xe máy chuyên dùng có thời hạn","000.00.00.G04","Bộ Giao thông vận tải","Đường bộ","Cấp Tỉnh"
"2.000873","Cấp giấy chứng nhận kiểm dịch động vật, sản phẩm động vật thủy sản vận chuyển ra khỏi địa bàn cấp tỉnh","000.00.00.G10","Bộ Nông nghiệp và Phát triển nông thôn","Thú y","Cấp Tỉnh"
"2.000880","Đăng ký biến động quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất trong các trường hợp giải quyết tranh chấp, khiếu nại, tố cáo về đất đai; xử lý nợ hợp đồng thế chấp, góp vốn; kê biên, đấu giá quyền sử dụng đất, tài sản gắn liền với đất để thi hành án; chia, tách, hợp nhất, sáp nhập tổ chức; thỏa thuận hợp nhất hoặc phân chia quyền sử dụng đất, tài sản gắn liền với đất của hộ gia đình, của vợ và chồng, của nhóm người sử dụng đất; đăng ký biến động đối với trường hợp hộ gia đình, cá nhân đưa quyền sử dụng đất vào doanh nghiệp (Cấp tỉnh - trường hợp đã thành lập VP đăng ký đất đai)","000.00.00.G13","Bộ Tài nguyên và Môi trường","Đất đai","Cấp Tỉnh"
"2.000881","Sang tên chủ sở hữu xe máy chuyên dùng trong cùng một tỉnh, thành phố","000.00.00.G04","Bộ Giao thông vận tải","Đường bộ","Cấp Tỉnh"
"2.000884","Thủ tục chứng thực chữ ký trong các giấy tờ, văn bản (áp dụng cho cả trường hợp chứng thực điểm chỉ và trường hợp người yêu cầu chứng thực không thể ký, không thể điểm chỉ được)","000.00.00.G15","Bộ Tư pháp","Chứng thực","Cấp Tỉnh"
"2.000884","Thủ tục chứng thực chữ ký trong các giấy tờ, văn bản (áp dụng cho cả trường hợp chứng thực điểm chỉ và trường hợp người yêu cầu chứng thực không thể ký, không thể điểm chỉ được)","000.00.00.G15","Bộ Tư pháp","Chứng thực","Cấp Huyện"
"2.000888","Tham gia bảo hiểm thất nghiệp","000.00.00.G07","Bộ Lao động - Thương binh và Xã hội","Việc làm","Cấp Tỉnh"
"2.000889","Đăng ký biến động quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất trong các trường hợp chuyển nhượng, cho thuê, cho thuê lại, thừa kế, tặng cho, góp vốn bằng quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất; chuyển quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất của vợ hoặc chồng thành của chung vợ và chồng; tăng thêm diện tích do nhận chuyển nhượng, thừa kế, tặng cho quyền sử dụng đất đã có Giấy chứng nhận (cấp tỉnh -trường hợp đã thành lập VP đăng ký đất đai)","000.00.00.G13","Bộ Tài nguyên và Môi trường","Đất đai","Cấp Tỉnh"
"2.000890","Cấp phép thành lập văn phòng giám định tư pháp","000.00.00.G15","Bộ Tư pháp","Giám định tư pháp","Cấp Tỉnh"
"2.000894","Miễn nhiệm giám định viên tư pháp cấp tỉnh","000.00.00.G15","Bộ Tư pháp","Giám định tư pháp","Cấp Tỉnh"
"2.000908","Thủ tục cấp bản sao từ sổ gốc","000.00.00.G15","Bộ Tư pháp","Chứng thực","Cấp Huyện"
"2.000908","Thủ tục cấp bản sao từ sổ gốc","000.00.00.G15","Bộ Tư pháp","Chứng thực","Cấp Tỉnh"
"2.000913","Thủ tục chứng thực việc sửa đổi, bổ sung, hủy bỏ hợp đồng, giao dịch","000.00.00.G15","Bộ Tư pháp","Chứng thực","Cấp Huyện"
"2.000927","Thủ tục sửa lỗi sai sót trong hợp đồng, giao dịch","000.00.00.G15","Bộ Tư pháp","Chứng thực","Cấp Huyện"
"2.000942","Thủ tục cấp bản sao có chứng thực từ bản chính hợp đồng, giao dịch đã được chứng thực","000.00.00.G15","Bộ Tư pháp","Chứng thực","Cấp Huyện"
"2.000946","Đăng ký, cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu nhà ở và tài sản khác gắn liền với đất cho người nhận chuyển nhượng quyền sử dụng đất, mua nhà ở, công trình xây dựng trong các dự án phát triển nhà ở","000.00.00.G13","Bộ Tài nguyên và Môi trường","Đất đai","Cấp Tỉnh"
"2.000954","Thủ tục cấp lại Giấy đăng ký tham gia trợ giúp pháp lý","000.00.00.G15","Bộ Tư pháp","Trợ giúp pháp lý","Cấp Tỉnh"
"2.000955","Đăng ký, cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu nhà ở và tài sản khác gắn liền với đất cho người nhận chuyển nhượng quyền sử dụng đất, mua nhà ở, công trình xây dựng trong các dự án phát triển nhà ở cấp huyện","000.00.00.G13","Bộ Tài nguyên và Môi trường","Đất đai","Cấp Huyện"
"2.000962","Thẩm định phương án sử dụng đất của công ty nông, lâm nghiệp","000.00.00.G13","Bộ Tài nguyên và Môi trường","Đất đai","Cấp Tỉnh"
"2.000968","Cấp lại giấy chứng nhận người sở hữu bài thuốc gia truyền và phương pháp chữa bệnh gia truyền thuộc thẩm quyền của Sở Y tế","000.00.00.G18","Bộ Y tế","Khám bệnh, chữa bệnh","Cấp Tỉnh"
"2.000970","Thủ tục lựa chọn, ký hợp đồng với tổ chức hành nghề luật sư, tổ chức tư vấn pháp luật","000.00.00.G15","Bộ Tư pháp","Trợ giúp pháp lý","Cấp Tỉnh"
"2.000972","Cấp giấy chứng nhận kiểm dịch y tế thi thể, hài cốt","000.00.00.G18","Bộ Y tế","Y tế Dự phòng","Cấp Tỉnh"
"2.000976","Đăng ký thay đổi tài sản gắn liền với đất vào Giấy chứng nhận đã cấp (cấp tỉnh - trường hợp đã thành lập VP đăng ký đất đai)","000.00.00.G13","Bộ Tài nguyên và Môi trường","Đất đai","Cấp Tỉnh"
"2.000977","Thủ tục lựa chọn, ký hợp đồng với Luật sư","000.00.00.G15","Bộ Tư pháp","Trợ giúp pháp lý","Cấp Tỉnh"
"2.000978","Giải quyết chế độ đối với thương binh đồng thời là người hưởng chế độ mất sức lao động","000.00.00.G07","Bộ Lao động - Thương binh và Xã hội","Người có công","Cấp Tỉnh"
"2.000979","Thủ tục thực hiện hỗ trợ khi hòa giải viên gặp tai nạn hoặc rủi ro ảnh hưởng đến sức khỏe, tính mạng trong khi thực hiện hoạt động hòa giải (cấp huyện)","000.00.00.G15","Bộ Tư pháp","Phổ biến giáo dục pháp luật","Cấp Huyện"
"2.000980","Cấp giấy chứng nhận người sở hữu bài thuốc gia truyền và phương pháp chữa bệnh gia truyền thuộc thẩm quyền của Sở Y tế","000.00.00.G18","Bộ Y tế","Khám bệnh, chữa bệnh","Cấp Tỉnh"
"2.000981","Kiểm dịch y tế đối với hàng hóa","000.00.00.G18","Bộ Y tế","Y tế Dự phòng","Cấp Tỉnh"
"2.000982","Điều chỉnh thông tin trong hồ sơ công bố đủ điều kiện mua bán trang thiết bị y tế loại B, C, D","000.00.00.G18","Bộ Y tế","Trang thiết bị và công trình y tế","Cấp Tỉnh"
"2.000983","Cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu nhà ở và tài sản khác gắn liền với đất cho người đã đăng ký quyền sử dụng đất lần đầu","000.00.00.G13","Bộ Tài nguyên và Môi trường","Đất đai","Cấp Tỉnh"
"2.000984","Cấp giấy phép hoạt động đối với cơ sở dịch vụ y tế thuộc thẩm quyền của Sở Y tế","000.00.00.G18","Bộ Y tế","Khám bệnh, chữa bệnh","Cấp Tỉnh"
"2.000985","Điều chỉnh thông tin trong hồ sơ công bố đủ điều kiện sản xuất trang thiết bị y tế","000.00.00.G18","Bộ Y tế","Trang thiết bị và công trình y tế","Cấp Tỉnh"
"2.000992","Thủ tục chứng thực chữ ký người dịch mà người dịch là cộng tác viên dịch thuật của Phòng Tư pháp","000.00.00.G15","Bộ Tư pháp","Chứng thực","Cấp Huyện"
"2.000993","Kiểm dịch y tế đối với phương tiện vận tải","000.00.00.G18","Bộ Y tế","Y tế Dự phòng","Cấp Tỉnh"
"2.000997","Cấp giấy chứng nhận tiêm chủng quốc tế hoặc áp dụng biện pháp dự phòng","000.00.00.G18","Bộ Y tế","Y tế Dự phòng","Cấp Tỉnh"
"2.001002","Cấp Giấy phép lái xe quốc tế","000.00.00.G04","Bộ Giao thông vận tải","Đường bộ","Cấp Tỉnh"
"2.001008","Thủ tục chứng thực chữ ký người dịch mà người dịch không phải là cộng tác viên dịch thuật","000.00.00.G15","Bộ Tư pháp","Chứng thực","Cấp Huyện"
"2.001021","Giải thể công ty TNHH một thành viên (cấp tỉnh)","000.00.00.G05","Bộ Kế hoạch và Đầu tư","Thành lập và hoạt động của doanh nghiệp","Cấp Tỉnh"
"2.001022","Khám giám định đối với trường hợp đã được xác định tỷ lệ tạm thời do Trung tâm giám định y khoa tỉnh, thành phố thực hiện","000.00.00.G18","Bộ Y tế","Giám định y khoa","Cấp Tỉnh"
"2.001025","Chia, tách công ty TNHH một thành viên do UBND cấp tỉnh quyết định thành lập hoặc được giao quản lý","000.00.00.G05","Bộ Kế hoạch và Đầu tư","Thành lập và hoạt động của doanh nghiệp","Cấp Tỉnh"
"2.001034","Cấp Giấy phép loại A, E hoặc giấy phép loại B, C, F, G lần đầu trong năm","000.00.00.G04","Bộ Giao thông vận tải","Đường bộ","Cấp Tỉnh"
"2.001044","Thủ tục chứng thực hợp đồng, giao dịch liên quan đến tài sản là động sản","000.00.00.G15","Bộ Tư pháp","Chứng thực","Cấp Huyện"
"2.001050","Thủ tục chứng thực văn bản thỏa thuận phân chia di sản mà di sản là động sản","000.00.00.G15","Bộ Tư pháp","Chứng thực","Cấp Huyện"
"2.001052","Thủ tục chứng thực văn bản khai nhận di sản mà di sản là động sản","000.00.00.G15","Bộ Tư pháp","Chứng thực","Cấp Huyện"
"2.001061","Hợp nhất, sáp nhập công ty TNHH một thành viên do UBND cấp tỉnh quyết định thành lập, hoặc được giao quản lý","000.00.00.G05","Bộ Kế hoạch và Đầu tư","Thành lập và hoạt động của doanh nghiệp","Cấp Tỉnh"
"2.001064","Cấp, gia hạn Chứng chỉ hành nghề thú y thuộc thẩm quyền cơ quan quản lý chuyên ngành thú y cấp tỉnh (gồm tiêm phòng, chữa bệnh, phẫu thuật động vật; tư vấn các hoạt động liên quan đến lĩnh vực thú y; khám bệnh, chẩn đoán bệnh, xét nghiệm bệnh động vật; buôn bán thuốc thú y)","000.00.00.G10","Bộ Nông nghiệp và Phát triển nông thôn","Thú y","Cấp Tỉnh"
"2.001087","Cấp lại giấy phép thiết lập trang thông tin điện tử tổng hợp","000.00.00.G14","Bộ Thông tin và Truyền thông","Phát thanh, truyền hình và thông tin điện tử","Cấp Tỉnh"
"2.001091","Gia hạn giấy phép thiết lập trang thông tin điện tử tổng hợp","000.00.00.G14","Bộ Thông tin và Truyền thông","Phát thanh, truyền hình và thông tin điện tử","Cấp Tỉnh"
